name;postal_code;country;parent_municipality_id;province
Wuustwezel;2990;BE;4101;antwerpen
Loenhout;2990;BE;4101;antwerpen
Zandhoven;2240;BE;4103;antwerpen
Massenhoven;2240;BE;4103;antwerpen
Pulderbos;2242;BE;4103;antwerpen
Pulle;2243;BE;4103;antwerpen
Viersel;2240;BE;4103;antwerpen
Zaventem;1930;BE;4108;vlaams_brabant
Nossegem;1930;BE;4108;vlaams_brabant
Sint-Stevens-Woluwe;1932;BE;4108;vlaams_brabant
Sterrebeek;1933;BE;4108;vlaams_brabant
Zedelgem;8210;BE;4112;west_vlaanderen
Loppem;8210;BE;4112;west_vlaanderen
Veldegem;8210;BE;4112;west_vlaanderen
Aartrijke;8211;BE;4112;west_vlaanderen
Zemst;1980;BE;4116;vlaams_brabant
Eppegem;1980;BE;4116;vlaams_brabant
Elewijt;1982;BE;4116;vlaams_brabant
Weerde;1982;BE;4116;vlaams_brabant
Zoersel;2980;BE;4120;antwerpen
Zonnebeke;8980;BE;4121;west_vlaanderen
Beselare;8980;BE;4121;west_vlaanderen
Geluveld;8980;BE;4121;west_vlaanderen
Passendale;8980;BE;4121;west_vlaanderen
Zottegem;9620;BE;4125;oost_vlaanderen
Elene;9620;BE;4125;oost_vlaanderen
Erwertegem;9620;BE;4125;oost_vlaanderen
Godveerdegem;9620;BE;4125;oost_vlaanderen
Grotenberge;9620;BE;4125;oost_vlaanderen
Leeuwergem;9620;BE;4125;oost_vlaanderen
Oombergen;9620;BE;4125;oost_vlaanderen
Sint-Goriks-Oudenhove;9620;BE;4125;oost_vlaanderen
Strijpen;9620;BE;4125;oost_vlaanderen
Velzeke-Ruddershove;9620;BE;4125;oost_vlaanderen
Zoutleeuw;3440;BE;4135;vlaams_brabant
Budingen;3440;BE;4135;vlaams_brabant
Dormaal;3440;BE;4135;vlaams_brabant
Halle-Booienhoven;3440;BE;4135;vlaams_brabant
Helen-Bos;3440;BE;4135;vlaams_brabant
Zuienkerke;8377;BE;4140;west_vlaanderen
Houtave;8377;BE;4140;west_vlaanderen
Meetkerke;8377;BE;4140;west_vlaanderen
Nieuwmunster;8377;BE;4140;west_vlaanderen
Zulte;9870;BE;4144;oost_vlaanderen
Olsene;9870;BE;4144;oost_vlaanderen
Beerlegem;9630;BE;4202;oost_vlaanderen
Dikkele;9630;BE;4202;oost_vlaanderen
Hundelgem;9630;BE;4202;oost_vlaanderen
Meilegem;9630;BE;4202;oost_vlaanderen
Munkzwalm;9630;BE;4202;oost_vlaanderen
Paulatem;9630;BE;4202;oost_vlaanderen
Roborst;9630;BE;4202;oost_vlaanderen
Rozebeke;9630;BE;4202;oost_vlaanderen
Sint-Blasius-Boekel;9630;BE;4202;oost_vlaanderen
Sint-Denijs-Boekel;9630;BE;4202;oost_vlaanderen
Sint-Maria-Latem;9630;BE;4202;oost_vlaanderen
Nederzwalm-Hermelgem;9636;BE;4202;oost_vlaanderen
Zwevegem;8550;BE;4158;west_vlaanderen
Heestert;8551;BE;4158;west_vlaanderen
Moen;8552;BE;4158;west_vlaanderen
Otegem;8553;BE;4158;west_vlaanderen
Sint-Denijs;8554;BE;4158;west_vlaanderen
Zwijndrecht;2070;BE;4163;antwerpen
Burcht;2070;BE;4163;antwerpen
Affligem;1790;BE;4165;vlaams_brabant
Brakel;9660;BE;4166;oost_vlaanderen
De Haan;8420;BE;4167;west_vlaanderen
Dilsen-Stokkem;3650;BE;4168;limburg
Erpe-Mere;9420;BE;4169;oost_vlaanderen
Glabbeek;3380;BE;4170;vlaams_brabant
Grobbendonk;2280;BE;4171;antwerpen
Ham;3945;BE;4172;limburg
Hamont-Achel;3930;BE;4173;limburg
Hechtel-Eksel;3940;BE;4174;limburg
Heusden-Zolder;3550;BE;4175;limburg
Heuvelland;8950;BE;4176;west_vlaanderen
Horebeke;9667;BE;4177;oost_vlaanderen
Houthalen-Helchteren;3530;BE;4178;limburg
Kluisbergen;9690;BE;4179;oost_vlaanderen
Knokke-Heist;8300;BE;4180;west_vlaanderen
Kruisem;9750;BE;4181;oost_vlaanderen
Laakdal;2430;BE;4182;antwerpen
Langemark-Poelkapelle;8920;BE;4183;west_vlaanderen
Lennik;1750;BE;4184;vlaams_brabant
Lierde;9570;BE;4185;oost_vlaanderen
Lievegem;9920;BE;4186;oost_vlaanderen
Linter;3350;BE;4187;vlaams_brabant
Lo-Reninge;8647;BE;4188;west_vlaanderen
Maarkedal;9680;BE;4189;oost_vlaanderen
Maasmechelen;3630;BE;4190;limburg
Malle;2390;BE;4191;antwerpen
Oudsbergen;3670;BE;4192;limburg
Pelt;3900;BE;4193;limburg
Puurs-Sint-Amands;2870;BE;4194;antwerpen
Roosdaal;1760;BE;4195;vlaams_brabant
Scherpenheuvel-Zichem;3270;BE;4196;vlaams_brabant
Spiere-Helkijn;8587;BE;4197;west_vlaanderen
Tielt-Winge;3390;BE;4198;vlaams_brabant
Vleteren;8640;BE;4199;west_vlaanderen
Voeren;3790;BE;4200;limburg
Wortegem-Petegem;9790;BE;4201;oost_vlaanderen
Zwalm;9630;BE;4202;oost_vlaanderen
Heusden;3550;BE;4175;limburg
